REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Gender_group
2016,2016A000235,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,56584.0,False,False,False,True,False,1
2016,2016A000235,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,43125.0,False,False,False,True,False,0
2016,2016A000235,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,60560.0,False,False,False,True,False,1
2016,2016A000235,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,52876.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,55696.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,47569.0,False,False,False,True,False,0
2017,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,49402.0,False,False,False,True,False,1
2017,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,38581.0,False,False,False,True,False,0
2017,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,45184.0,False,False,False,True,False,1
2017,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,36912.0,False,False,False,True,False,0
2017,2016A000235,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,58452.0,False,False,False,True,False,1
2017,2016A000235,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,44777.0,False,False,False,True,False,0
2017,2016A000235,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,60601.0,False,False,False,True,False,1
2017,2016A000235,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,53026.0,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,57361.0,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,49118.0,False,False,False,True,False,0
2018,2016A000235,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,51049.0,False,False,False,True,False,1
2018,2016A000235,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,40080.0,False,False,False,True,False,0
2018,2016A000235,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,46379.0,False,False,False,True,False,1
2018,2016A000235,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,38104.0,False,False,False,True,False,0
2018,2016A000235,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,61199.0,False,False,False,True,False,1
2018,2016A000235,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,47646.0,False,False,False,True,False,0
2018,2016A000235,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,62199.0,False,False,False,True,False,1
2018,2016A000235,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,54766.0,False,False,False,True,False,0
2013,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,44799.0,False,False,False,False,True,1
2013,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,39151.0,False,False,False,False,True,0
2013,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,37523.0,False,False,False,False,True,1
2013,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,30511.0,False,False,False,False,True,0
2013,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,35406.0,False,False,False,False,True,1
2013,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,29999.0,False,False,False,False,True,0
2013,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,41773.0,False,False,False,False,True,1
2013,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,32576.0,False,False,False,False,True,0
2013,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,48651.0,False,False,False,False,True,1
2013,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,42922.0,False,False,False,False,True,0
2014,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,45941.0,False,False,False,False,True,1
2014,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,40103.0,False,False,False,False,True,0
2014,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,38645.0,False,False,False,False,True,1
2014,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,31426.0,False,False,False,False,True,0
2014,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,36512.0,False,False,False,False,True,1
2014,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,30978.0,False,False,False,False,True,0
2014,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,43118.0,False,False,False,False,True,1
2014,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,33278.0,False,False,False,False,True,0
2014,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,49770.0,False,False,False,False,True,1
2014,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,43855.0,False,False,False,False,True,0
2015,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,46753.0,False,False,False,False,True,1
2015,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,41009.0,False,False,False,False,True,0
2015,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,39059.0,False,False,False,False,True,1
2015,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,31568.0,False,False,False,False,True,0
2015,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,36647.0,False,False,False,False,True,1
2015,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,31046.0,False,False,False,False,True,0
2015,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,43992.0,False,False,False,False,True,1
2015,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,33623.0,False,False,False,False,True,0
2015,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,50896.0,False,False,False,False,True,1
2015,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,45151.0,False,False,False,False,True,0
2016,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,47396.0,False,False,False,False,True,1
2016,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,41464.0,False,False,False,False,True,0
2016,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,39338.0,False,False,False,False,True,1
2016,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,32040.0,False,False,False,False,True,0
2016,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,36595.0,False,False,False,False,True,1
2016,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,31358.0,False,False,False,False,True,0
2016,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,45005.0,False,False,False,False,True,1
2016,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,34668.0,False,False,False,False,True,0
2016,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,51806.0,False,False,False,False,True,1
2016,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,45659.0,False,False,False,False,True,0
2017,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,48714.0,False,False,False,False,True,1
2017,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,42693.0,False,False,False,False,True,0
2017,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,40010.0,False,False,False,False,True,1
2017,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,32868.0,False,False,False,False,True,0
2017,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,36903.0,False,False,False,False,True,1
2017,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,32013.0,False,False,False,False,True,0
2017,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,46470.0,False,False,False,False,True,1
2017,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,36088.0,False,False,False,False,True,0
2017,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,53635.0,False,False,False,False,True,1
2017,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,47225.0,False,False,False,False,True,0
2018,2016A000224,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,50075.0,False,False,False,False,True,1
2018,2016A000224,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,44099.0,False,False,False,False,True,0
2018,2016A000224,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,41191.0,False,False,False,False,True,1
2018,2016A000224,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,34347.0,False,False,False,False,True,0
2018,2016A000224,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,37712.0,False,False,False,False,True,1
2018,2016A000224,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,33357.0,False,False,False,False,True,0
2018,2016A000224,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,48567.0,False,False,False,False,True,1
2018,2016A000224,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,38071.0,False,False,False,False,True,0
2018,2016A000224,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,55033.0,False,False,False,False,True,1
2018,2016A000224,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,48577.0,False,False,False,False,True,0
