REF_DATE,DGUID,GEO,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE
2013,2016A000246,Manitoba,Government non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,54511.0
2013,2016A000247,Saskatchewan,Total non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,26129.0
2013,2016A000247,Saskatchewan,Total non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,38242.0
2013,2016A000247,Saskatchewan,Total non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,58358.0
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,High school diploma and less,Average annual wages and salaries,Dollars,units,23253.0
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,Trade certificate,Average annual wages and salaries,Dollars,units,33332.0
2013,2016A000247,Saskatchewan,Total non-profit institutions excluding governments,University degree and higher,Average annual wages and salaries,Dollars,units,41953.0
2013,2016A000247,Saskatchewan,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual wages and salaries,Dollars,units,21092.0
2013,2016A000247,Saskatchewan,Non-profit institutions serving households (community organizations),Trade certificate,Average annual wages and salaries,Dollars,units,29960.0
2013,2016A000247,Saskatchewan,Non-profit institutions serving households (community organizations),University degree and higher,Average annual wages and salaries,Dollars,units,40102.0
2013,2016A000247,Saskatchewan,Business non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,29725.0
2013,2016A000247,Saskatchewan,Business non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,44863.0
2013,2016A000247,Saskatchewan,Business non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,51956.0
2013,2016A000247,Saskatchewan,Government non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,27799.0
2013,2016A000247,Saskatchewan,Government non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,39683.0
2013,2016A000247,Saskatchewan,Government non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,63063.0
2013,2016A000248,Alberta,Total non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,31152.0
2013,2016A000248,Alberta,Total non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,47791.0
2013,2016A000248,Alberta,Total non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,59277.0
2013,2016A000248,Alberta,Total non-profit institutions excluding governments,High school diploma and less,Average annual wages and salaries,Dollars,units,29598.0
2013,2016A000248,Alberta,Total non-profit institutions excluding governments,Trade certificate,Average annual wages and salaries,Dollars,units,51254.0
2013,2016A000248,Alberta,Total non-profit institutions excluding governments,University degree and higher,Average annual wages and salaries,Dollars,units,48775.0
2013,2016A000248,Alberta,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual wages and salaries,Dollars,units,25720.0
2013,2016A000248,Alberta,Non-profit institutions serving households (community organizations),Trade certificate,Average annual wages and salaries,Dollars,units,44388.0
2013,2016A000248,Alberta,Non-profit institutions serving households (community organizations),University degree and higher,Average annual wages and salaries,Dollars,units,44907.0
2013,2016A000248,Alberta,Business non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,37921.0
2013,2016A000248,Alberta,Business non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,65368.0
2013,2016A000248,Alberta,Business non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,63156.0
2013,2016A000248,Alberta,Government non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,32288.0
2013,2016A000248,Alberta,Government non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,46021.0
2013,2016A000248,Alberta,Government non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,62857.0
2013,2016A000259,British Columbia,Total non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,27984.0
2013,2016A000259,British Columbia,Total non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,36641.0
2013,2016A000259,British Columbia,Total non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,53334.0
2013,2016A000259,British Columbia,Total non-profit institutions excluding governments,High school diploma and less,Average annual wages and salaries,Dollars,units,26804.0
2013,2016A000259,British Columbia,Total non-profit institutions excluding governments,Trade certificate,Average annual wages and salaries,Dollars,units,35120.0
2013,2016A000259,British Columbia,Total non-profit institutions excluding governments,University degree and higher,Average annual wages and salaries,Dollars,units,43107.0
2013,2016A000259,British Columbia,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual wages and salaries,Dollars,units,24435.0
2013,2016A000259,British Columbia,Non-profit institutions serving households (community organizations),Trade certificate,Average annual wages and salaries,Dollars,units,30427.0
2013,2016A000259,British Columbia,Non-profit institutions serving households (community organizations),University degree and higher,Average annual wages and salaries,Dollars,units,41793.0
2013,2016A000259,British Columbia,Business non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,31582.0
2013,2016A000259,British Columbia,Business non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,44327.0
2013,2016A000259,British Columbia,Business non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,48084.0
2013,2016A000259,British Columbia,Government non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,29166.0
2013,2016A000259,British Columbia,Government non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,37565.0
2013,2016A000259,British Columbia,Government non-profit institutions,University degree and higher,Average annual wages and salaries,Dollars,units,57940.0
2013,2016A000260,Yukon,Total non-profit institutions,High school diploma and less,Average annual wages and salaries,Dollars,units,31327.0
2013,2016A000260,Yukon,Total non-profit institutions,Trade certificate,Average annual wages and salaries,Dollars,units,37529.0
