REF_DATE,DGUID,GEO,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE
2014,2016A000210,Newfoundland and Labrador,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,37981.0
2014,2016A000210,Newfoundland and Labrador,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,60230.0
2014,2016A000210,Newfoundland and Labrador,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,48338.0
2014,2016A000211,Prince Edward Island,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,44652.0
2014,2016A000211,Prince Edward Island,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,37691.0
2014,2016A000211,Prince Edward Island,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,29131.0
2014,2016A000211,Prince Edward Island,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,25215.0
2014,2016A000211,Prince Edward Island,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,27522.0
2014,2016A000211,Prince Edward Island,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,24771.0
2014,2016A000211,Prince Edward Island,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,33032.0
2014,2016A000211,Prince Edward Island,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,26828.0
2014,2016A000211,Prince Edward Island,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,53760.0
2014,2016A000211,Prince Edward Island,Government non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,41095.0
2014,2016A000212,Nova Scotia,Total non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,46316.0
2014,2016A000212,Nova Scotia,Total non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,41473.0
2014,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,Male employees,Average annual wages and salaries,Dollars,units,35851.0
2014,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,Female employees,Average annual wages and salaries,Dollars,units,30085.0
2014,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),Male employees,Average annual wages and salaries,Dollars,units,33872.0
2014,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),Female employees,Average annual wages and salaries,Dollars,units,29628.0
2014,2016A000212,Nova Scotia,Business non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,41766.0
2014,2016A000212,Nova Scotia,Business non-profit institutions,Female employees,Average annual wages and salaries,Dollars,units,32700.0
2014,2016A000212,Nova Scotia,Government non-profit institutions,Male employees,Average annual wages and salaries,Dollars,units,51146.0
