REF_DATE,DGUID,GEO,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE
2013,2016A000211,Prince Edward Island,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,31.85
2013,2016A000211,Prince Edward Island,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,25.61
2013,2016A000212,Nova Scotia,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,16.31
2013,2016A000212,Nova Scotia,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,23.12
2013,2016A000212,Nova Scotia,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,26.78
2013,2016A000212,Nova Scotia,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,28.66
2013,2016A000212,Nova Scotia,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,28.5
2013,2016A000212,Nova Scotia,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,29.93
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,12.31
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,16.88
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,20.36
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,21.23
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,20.89
2013,2016A000212,Nova Scotia,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,18.69
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,12.18
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,16.65
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,19.9
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,20.57
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,20.35
2013,2016A000212,Nova Scotia,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,18.51
2013,2016A000212,Nova Scotia,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,12.71
2013,2016A000212,Nova Scotia,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,17.78
2013,2016A000212,Nova Scotia,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,22.25
2013,2016A000212,Nova Scotia,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,23.87
2013,2016A000212,Nova Scotia,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,23.04
2013,2016A000212,Nova Scotia,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,19.45
2013,2016A000212,Nova Scotia,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,18.16
2013,2016A000212,Nova Scotia,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,25.64
2013,2016A000212,Nova Scotia,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,29.13
2013,2016A000212,Nova Scotia,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,31.04
2013,2016A000212,Nova Scotia,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,31.35
2013,2016A000212,Nova Scotia,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,35.95
2013,2016A000213,New Brunswick,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,16.81
2013,2016A000213,New Brunswick,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,25.25
2013,2016A000213,New Brunswick,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,28.26
2013,2016A000213,New Brunswick,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,28.54
2013,2016A000213,New Brunswick,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,27.9
2013,2016A000213,New Brunswick,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,26.04
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,11.82
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,16.29
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,18.71
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,19.2
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,18.55
2013,2016A000213,New Brunswick,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,18.0
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,11.7
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,15.84
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,18.09
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,18.24
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,17.68
2013,2016A000213,New Brunswick,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,17.51
2013,2016A000213,New Brunswick,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,12.15
2013,2016A000213,New Brunswick,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,17.64
2013,2016A000213,New Brunswick,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,20.52
2013,2016A000213,New Brunswick,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,22.03
2013,2016A000213,New Brunswick,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,21.92
2013,2016A000213,New Brunswick,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,20.44
2013,2016A000213,New Brunswick,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,19.62
2013,2016A000213,New Brunswick,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,28.26
2013,2016A000213,New Brunswick,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,31.48
2013,2016A000213,New Brunswick,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,31.35
2013,2016A000213,New Brunswick,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,31.3
2013,2016A000213,New Brunswick,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,32.5
2013,2016A000224,Quebec,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.77
2013,2016A000224,Quebec,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,23.27
2013,2016A000224,Quebec,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,28.46
2013,2016A000224,Quebec,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,29.88
2013,2016A000224,Quebec,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,29.89
2013,2016A000224,Quebec,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,29.7
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,14.09
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,18.48
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,23.21
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,24.85
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,24.41
2013,2016A000224,Quebec,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,21.64
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,14.39
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,18.32
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,22.75
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,24.11
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,23.61
2013,2016A000224,Quebec,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,20.92
2013,2016A000224,Quebec,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,13.43
2013,2016A000224,Quebec,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,18.94
2013,2016A000224,Quebec,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,24.58
2013,2016A000224,Quebec,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,27.02
2013,2016A000224,Quebec,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,26.79
2013,2016A000224,Quebec,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,24.29
2013,2016A000224,Quebec,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,19.92
2013,2016A000224,Quebec,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,25.5
2013,2016A000224,Quebec,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,30.83
2013,2016A000224,Quebec,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,31.89
2013,2016A000224,Quebec,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,32.53
2013,2016A000224,Quebec,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,35.63
2013,2016A000235,Ontario,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,16.43
2013,2016A000235,Ontario,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,23.99
2013,2016A000235,Ontario,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,30.6
2013,2016A000235,Ontario,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,32.92
2013,2016A000235,Ontario,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,33.7
2013,2016A000235,Ontario,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,34.05
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,13.89
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,19.76
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,25.5
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,27.55
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,27.32
2013,2016A000235,Ontario,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,24.85
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,13.81
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,19.39
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,24.57
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,26.15
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,25.94
2013,2016A000235,Ontario,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,23.92
2013,2016A000235,Ontario,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,14.06
2013,2016A000235,Ontario,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,20.74
2013,2016A000235,Ontario,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,28.14
2013,2016A000235,Ontario,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,31.65
2013,2016A000235,Ontario,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,31.62
2013,2016A000235,Ontario,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,28.14
2013,2016A000235,Ontario,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,18.41
2013,2016A000235,Ontario,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,26.74
2013,2016A000235,Ontario,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,33.85
2013,2016A000235,Ontario,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,36.09
2013,2016A000235,Ontario,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,37.59
2013,2016A000235,Ontario,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,41.45
2013,2016A000246,Manitoba,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,14.39
2013,2016A000246,Manitoba,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,21.96
2013,2016A000246,Manitoba,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,25.86
2013,2016A000246,Manitoba,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,27.36
2013,2016A000246,Manitoba,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,28.25
2013,2016A000246,Manitoba,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,27.59
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,12.35
2013,2016A000246,Manitoba,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,17.58
